"행정구역별(시군구)","성별","경제활동별","항목","단위","2015 년",
"동부","여자","일하였음","60세 이상-계","","123991",
"동부","여자","일하였음","60~64세","","73195",
"동부","여자","일하였음","65~69세","","29511",
"동부","여자","일하였음","70~74세","","13934",
"동부","여자","일하였음","75~79세","","5484",
"동부","여자","일하였음","80~84세","","1492",
"동부","여자","일하였음","85세 이상","","375",
"동부","여자","일하지않았음","60세 이상-계","","675808",
"동부","여자","일하지않았음","60~64세","","156456",
"동부","여자","일하지않았음","65~69세","","144044",
"동부","여자","일하지않았음","70~74세","","132970",
"동부","여자","일하지않았음","75~79세","","111209",
"동부","여자","일하지않았음","80~84세","","74148",
"동부","여자","일하지않았음","85세 이상","","56981",
"읍부","계","계","60세 이상-계","","202926",
"읍부","계","계","60~64세","","59492",
"읍부","계","계","65~69세","","45755",
"읍부","계","계","70~74세","","39008",
"읍부","계","계","75~79세","","29907",
"읍부","계","계","80~84세","","17417",
"읍부","계","계","85세 이상","","11347",
"읍부","계","일하였음","60세 이상-계","","64735",
"읍부","계","일하였음","60~64세","","32310",
"읍부","계","일하였음","65~69세","","17319",
"읍부","계","일하였음","70~74세","","9155",
"읍부","계","일하였음","75~79세","","4356",
"읍부","계","일하였음","80~84세","","1282",
"읍부","계","일하였음","85세 이상","","313",
"읍부","계","일하지않았음","60세 이상-계","","138191",
"읍부","계","일하지않았음","60~64세","","27182",
"읍부","계","일하지않았음","65~69세","","28436",
"읍부","계","일하지않았음","70~74세","","29853",
"읍부","계","일하지않았음","75~79세","","25551",
"읍부","계","일하지않았음","80~84세","","16135",
"읍부","계","일하지않았음","85세 이상","","11034",
"읍부","남자","계","60세 이상-계","","90043",
"읍부","남자","계","60~64세","","29194",
"읍부","남자","계","65~69세","","21491",
"읍부","남자","계","70~74세","","17684",
"읍부","남자","계","75~79세","","12558",
"읍부","남자","계","80~84세","","6167",
"읍부","남자","계","85세 이상","","2949",
"읍부","남자","일하였음","60세 이상-계","","41366",
"읍부","남자","일하였음","60~64세","","20414",
"읍부","남자","일하였음","65~69세","","11438",
"읍부","남자","일하였음","70~74세","","5949",
"읍부","남자","일하였음","75~79세","","2708",
"읍부","남자","일하였음","80~84세","","690",
"읍부","남자","일하였음","85세 이상","","167",
"읍부","남자","일하지않았음","60세 이상-계","","48677",
"읍부","남자","일하지않았음","60~64세","","8780",
"읍부","남자","일하지않았음","65~69세","","10053",
"읍부","남자","일하지않았음","70~74세","","11735",
"읍부","남자","일하지않았음","75~79세","","9850",
"읍부","남자","일하지않았음","80~84세","","5477",
"읍부","남자","일하지않았음","85세 이상","","2782",
"읍부","여자","계","60세 이상-계","","112883",
"읍부","여자","계","60~64세","","30298",
"읍부","여자","계","65~69세","","24264",
"읍부","여자","계","70~74세","","21324",
"읍부","여자","계","75~79세","","17349",
"읍부","여자","계","80~84세","","11250",
"읍부","여자","계","85세 이상","","8398",
"읍부","여자","일하였음","60세 이상-계","","23369",
"읍부","여자","일하였음","60~64세","","11896",
"읍부","여자","일하였음","65~69세","","5881",
"읍부","여자","일하였음","70~74세","","3206",
"읍부","여자","일하였음","75~79세","","1648",
"읍부","여자","일하였음","80~84세","","592",
"읍부","여자","일하였음","85세 이상","","146",
"읍부","여자","일하지않았음","60세 이상-계","","89514",
"읍부","여자","일하지않았음","60~64세","","18402",
"읍부","여자","일하지않았음","65~69세","","18383",
"읍부","여자","일하지않았음","70~74세","","18118",
"읍부","여자","일하지않았음","75~79세","","15701",
"읍부","여자","일하지않았음","80~84세","","10658",
"읍부","여자","일하지않았음","85세 이상","","8252",
"면부","계","계","60세 이상-계","","210775",
"면부","계","계","60~64세","","56058",
"면부","계","계","65~69세","","43942",
"면부","계","계","70~74세","","39715",
"면부","계","계","75~79세","","34088",
"면부","계","계","80~84세","","21439",
"면부","계","계","85세 이상","","15533",
"면부","계","일하였음","60세 이상-계","","82305",
"면부","계","일하였음","60~64세","","33906",
"면부","계","일하였음","65~69세","","21012",
"면부","계","일하였음","70~74세","","14307",
"면부","계","일하였음","75~79세","","8825",
"면부","계","일하였음","80~84세","","3346",
"면부","계","일하였음","85세 이상","","909",
"면부","계","일하지않았음","60세 이상-계","","128470",
"면부","계","일하지않았음","60~64세","","22152",
"면부","계","일하지않았음","65~69세","","22930",
"면부","계","일하지않았음","70~74세","","25408",
"면부","계","일하지않았음","75~79세","","25263",
"면부","계","일하지않았음","80~84세","","18093",
"면부","계","일하지않았음","85세 이상","","14624",
"면부","남자","계","60세 이상-계","","95637",
"면부","남자","계","60~64세","","28955",
"면부","남자","계","65~69세","","21946",
"면부","남자","계","70~74세","","18363",
"면부","남자","계","75~79세","","14457",
"면부","남자","계","80~84세","","7860",
"면부","남자","계","85세 이상","","4056",
"면부","남자","일하였음","60세 이상-계","","50479",
"면부","남자","일하였음","60~64세","","21158",
"면부","남자","일하였음","65~69세","","12937",
"면부","남자","일하였음","70~74세","","8542",
"면부","남자","일하였음","75~79세","","5337",
"면부","남자","일하였음","80~84세","","1998",
"면부","남자","일하였음","85세 이상","","507",
"면부","남자","일하지않았음","60세 이상-계","","45158",
"면부","남자","일하지않았음","60~64세","","7797",
"면부","남자","일하지않았음","65~69세","","9009",
"면부","남자","일하지않았음","70~74세","","9821",
"면부","남자","일하지않았음","75~79세","","9120",
"면부","남자","일하지않았음","80~84세","","5862",
"면부","남자","일하지않았음","85세 이상","","3549",
"면부","여자","계","60세 이상-계","","115138",
"면부","여자","계","60~64세","","27103",
"면부","여자","계","65~69세","","21996",
"면부","여자","계","70~74세","","21352",
"면부","여자","계","75~79세","","19631",
"면부","여자","계","80~84세","","13579",
"면부","여자","계","85세 이상","","11477",
"면부","여자","일하였음","60세 이상-계","","31826",
"면부","여자","일하였음","60~64세","","12748",
"면부","여자","일하였음","65~69세","","8075",
"면부","여자","일하였음","70~74세","","5765",
"면부","여자","일하였음","75~79세","","3488",
"면부","여자","일하였음","80~84세","","1348",
"면부","여자","일하였음","85세 이상","","402",
"면부","여자","일하지않았음","60세 이상-계","","83312",
"면부","여자","일하지않았음","60~64세","","14355",
"면부","여자","일하지않았음","65~69세","","13921",
"면부","여자","일하지않았음","70~74세","","15587",
"면부","여자","일하지않았음","75~79세","","16143",
"면부","여자","일하지않았음","80~84세","","12231",
"면부","여자","일하지않았음","85세 이상","","11075",
"수원시","계","계","60세 이상-계","","144703",
"수원시","계","계","60~64세","","46661",
"수원시","계","계","65~69세","","33495",
"수원시","계","계","70~74세","","26306",
"수원시","계","계","75~79세","","18956",
"수원시","계","계","80~84세","","11338",
"수원시","계","계","85세 이상","","7947",
"수원시","계","일하였음","60세 이상-계","","38684",
"수원시","계","일하였음","60~64세","","22970",
"수원시","계","일하였음","65~69세","","10046",
"수원시","계","일하였음","70~74세","","4244",
"수원시","계","일하였음","75~79세","","1186",
"수원시","계","일하였음","80~84세","","178",
"수원시","계","일하였음","85세 이상","","60",
"수원시","계","일하지않았음","60세 이상-계","","106019",
"수원시","계","일하지않았음","60~64세","","23691",
"수원시","계","일하지않았음","65~69세","","23449",
"수원시","계","일하지않았음","70~74세","","22062",
"수원시","계","일하지않았음","75~79세","","17770",
"수원시","계","일하지않았음","80~84세","","11160",
"수원시","계","일하지않았음","85세 이상","","7887",
"수원시","남자","계","60세 이상-계","","64027",
"수원시","남자","계","60~64세","","22951",
"수원시","남자","계","65~69세","","16021",
"수원시","남자","계","70~74세","","11708",
"수원시","남자","계","75~79세","","7546",
"수원시","남자","계","80~84세","","3821",
"수원시","남자","계","85세 이상","","1980",
"수원시","남자","일하였음","60세 이상-계","","26441",
"수원시","남자","일하였음","60~64세","","15335",
"수원시","남자","일하였음","65~69세","","7204",
"수원시","남자","일하였음","70~74세","","2930",
