"행정구역별","성별","경제활동상태별","항목","단위","2015 년",
"영통구","여자","계","청각장애","","721",
"영통구","여자","계","언어장애","","206",
"영통구","여자","계","치매","","619",
"영통구","여자","계","뇌졸중(중풍)","","345",
"영통구","여자","계","걷기, 계단 오르기, 들고 운반하기","","4775",
"영통구","여자","계","지적·자폐성 장애","","166",
"영통구","여자","계","정신적 질환 등 정신적제약","","523",
"영통구","여자","일하였음","15세 이상 인구-계","","62630",
"영통구","여자","일하였음","제약없음-계","","61670",
"영통구","여자","일하였음","제약있음-계","","960",
"영통구","여자","일하였음","시각장애","","67",
"영통구","여자","일하였음","청각장애","","73",
"영통구","여자","일하였음","언어장애","","21",
"영통구","여자","일하였음","치매","","14",
"영통구","여자","일하였음","뇌졸중(중풍)","","8",
"영통구","여자","일하였음","걷기, 계단 오르기, 들고 운반하기","","742",
"영통구","여자","일하였음","지적·자폐성 장애","","7",
"영통구","여자","일하였음","정신적 질환 등 정신적제약","","92",
"영통구","여자","일하지 않았음","15세 이상 인구-계","","71359",
"영통구","여자","일하지 않았음","제약없음-계","","66176",
"영통구","여자","일하지 않았음","제약있음-계","","5183",
"영통구","여자","일하지 않았음","시각장애","","389",
"영통구","여자","일하지 않았음","청각장애","","648",
"영통구","여자","일하지 않았음","언어장애","","185",
"영통구","여자","일하지 않았음","치매","","605",
"영통구","여자","일하지 않았음","뇌졸중(중풍)","","337",
"영통구","여자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","4033",
"영통구","여자","일하지 않았음","지적·자폐성 장애","","159",
"영통구","여자","일하지 않았음","정신적 질환 등 정신적제약","","431",
"성남시","계","계","15세 이상 인구-계","","793749",
"성남시","계","계","제약없음-계","","742496",
"성남시","계","계","제약있음-계","","51253",
"성남시","계","계","시각장애","","3997",
"성남시","계","계","청각장애","","6059",
"성남시","계","계","언어장애","","2376",
"성남시","계","계","치매","","4539",
"성남시","계","계","뇌졸중(중풍)","","4802",
"성남시","계","계","걷기, 계단 오르기, 들고 운반하기","","35915",
"성남시","계","계","지적·자폐성 장애","","2490",
"성남시","계","계","정신적 질환 등 정신적제약","","4968",
"성남시","계","일하였음","15세 이상 인구-계","","453340",
"성남시","계","일하였음","제약없음-계","","443228",
"성남시","계","일하였음","제약있음-계","","10112",
"성남시","계","일하였음","시각장애","","1213",
"성남시","계","일하였음","청각장애","","1214",
"성남시","계","일하였음","언어장애","","283",
"성남시","계","일하였음","치매","","132",
"성남시","계","일하였음","뇌졸중(중풍)","","564",
"성남시","계","일하였음","걷기, 계단 오르기, 들고 운반하기","","6420",
"성남시","계","일하였음","지적·자폐성 장애","","372",
"성남시","계","일하였음","정신적 질환 등 정신적제약","","827",
"성남시","계","일하지 않았음","15세 이상 인구-계","","340409",
"성남시","계","일하지 않았음","제약없음-계","","299268",
"성남시","계","일하지 않았음","제약있음-계","","41141",
"성남시","계","일하지 않았음","시각장애","","2784",
"성남시","계","일하지 않았음","청각장애","","4845",
"성남시","계","일하지 않았음","언어장애","","2093",
"성남시","계","일하지 않았음","치매","","4407",
"성남시","계","일하지 않았음","뇌졸중(중풍)","","4238",
"성남시","계","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","29495",
"성남시","계","일하지 않았음","지적·자폐성 장애","","2118",
"성남시","계","일하지 않았음","정신적 질환 등 정신적제약","","4141",
"성남시","남자","계","15세 이상 인구-계","","385274",
"성남시","남자","계","제약없음-계","","364601",
"성남시","남자","계","제약있음-계","","20673",
"성남시","남자","계","시각장애","","2051",
"성남시","남자","계","청각장애","","2967",
"성남시","남자","계","언어장애","","1179",
"성남시","남자","계","치매","","1206",
"성남시","남자","계","뇌졸중(중풍)","","2415",
"성남시","남자","계","걷기, 계단 오르기, 들고 운반하기","","12312",
"성남시","남자","계","지적·자폐성 장애","","1533",
"성남시","남자","계","정신적 질환 등 정신적제약","","2275",
"성남시","남자","일하였음","15세 이상 인구-계","","265370",
"성남시","남자","일하였음","제약없음-계","","259519",
"성남시","남자","일하였음","제약있음-계","","5851",
"성남시","남자","일하였음","시각장애","","869",
"성남시","남자","일하였음","청각장애","","902",
"성남시","남자","일하였음","언어장애","","240",
"성남시","남자","일하였음","치매","","75",
"성남시","남자","일하였음","뇌졸중(중풍)","","381",
"성남시","남자","일하였음","걷기, 계단 오르기, 들고 운반하기","","3265",
"성남시","남자","일하였음","지적·자폐성 장애","","266",
"성남시","남자","일하였음","정신적 질환 등 정신적제약","","470",
"성남시","남자","일하지 않았음","15세 이상 인구-계","","119904",
"성남시","남자","일하지 않았음","제약없음-계","","105082",
"성남시","남자","일하지 않았음","제약있음-계","","14822",
"성남시","남자","일하지 않았음","시각장애","","1182",
"성남시","남자","일하지 않았음","청각장애","","2065",
"성남시","남자","일하지 않았음","언어장애","","939",
"성남시","남자","일하지 않았음","치매","","1131",
"성남시","남자","일하지 않았음","뇌졸중(중풍)","","2034",
"성남시","남자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","9047",
"성남시","남자","일하지 않았음","지적·자폐성 장애","","1267",
"성남시","남자","일하지 않았음","정신적 질환 등 정신적제약","","1805",
"성남시","여자","계","15세 이상 인구-계","","408475",
"성남시","여자","계","제약없음-계","","377895",
"성남시","여자","계","제약있음-계","","30580",
"성남시","여자","계","시각장애","","1946",
"성남시","여자","계","청각장애","","3092",
"성남시","여자","계","언어장애","","1197",
"성남시","여자","계","치매","","3333",
"성남시","여자","계","뇌졸중(중풍)","","2387",
"성남시","여자","계","걷기, 계단 오르기, 들고 운반하기","","23603",
"성남시","여자","계","지적·자폐성 장애","","957",
"성남시","여자","계","정신적 질환 등 정신적제약","","2693",
"성남시","여자","일하였음","15세 이상 인구-계","","187970",
"성남시","여자","일하였음","제약없음-계","","183709",
"성남시","여자","일하였음","제약있음-계","","4261",
"성남시","여자","일하였음","시각장애","","344",
"성남시","여자","일하였음","청각장애","","312",
"성남시","여자","일하였음","언어장애","","43",
"성남시","여자","일하였음","치매","","57",
"성남시","여자","일하였음","뇌졸중(중풍)","","183",
"성남시","여자","일하였음","걷기, 계단 오르기, 들고 운반하기","","3155",
"성남시","여자","일하였음","지적·자폐성 장애","","106",
"성남시","여자","일하였음","정신적 질환 등 정신적제약","","357",
"성남시","여자","일하지 않았음","15세 이상 인구-계","","220505",
"성남시","여자","일하지 않았음","제약없음-계","","194186",
"성남시","여자","일하지 않았음","제약있음-계","","26319",
"성남시","여자","일하지 않았음","시각장애","","1602",
"성남시","여자","일하지 않았음","청각장애","","2780",
"성남시","여자","일하지 않았음","언어장애","","1154",
"성남시","여자","일하지 않았음","치매","","3276",
"성남시","여자","일하지 않았음","뇌졸중(중풍)","","2204",
"성남시","여자","일하지 않았음","걷기, 계단 오르기, 들고 운반하기","","20448",
"성남시","여자","일하지 않았음","지적·자폐성 장애","","851",
"성남시","여자","일하지 않았음","정신적 질환 등 정신적제약","","2336",
"수정구","계","계","15세 이상 인구-계","","188289",
"수정구","계","계","제약없음-계","","173349",
"수정구","계","계","제약있음-계","","14940",
"수정구","계","계","시각장애","","1201",
"수정구","계","계","청각장애","","1468",
"수정구","계","계","언어장애","","669",
"수정구","계","계","치매","","996",
"수정구","계","계","뇌졸중(중풍)","","1321",
"수정구","계","계","걷기, 계단 오르기, 들고 운반하기","","10715",
"수정구","계","계","지적·자폐성 장애","","752",
"수정구","계","계","정신적 질환 등 정신적제약","","1531",
