"행정구역별(시군구)","성별","교육정도별","항목","단위","2015 년",
"동부","남자","계","주로 일하였음","","26627",
"동부","남자","계","틈틈이 일하였음","","495",
"동부","남자","계","일시 휴직","","346",
"동부","남자","계","일하지 않았음","","6831",
"동부","남자","계","미상","","",
"동부","남자","초등학교","15세 이상 인구","","510",
"동부","남자","초등학교","일하였음-계","","154",
"동부","남자","초등학교","주로 일하였음","","138",
"동부","남자","초등학교","틈틈이 일하였음","","16",
"동부","남자","초등학교","일시 휴직","","",
"동부","남자","초등학교","일하지 않았음","","356",
"동부","남자","초등학교","미상","","",
"동부","남자","중학교","15세 이상 인구","","908",
"동부","남자","중학교","일하였음-계","","290",
"동부","남자","중학교","주로 일하였음","","272",
"동부","남자","중학교","틈틈이 일하였음","","14",
"동부","남자","중학교","일시 휴직","","4",
"동부","남자","중학교","일하지 않았음","","618",
"동부","남자","중학교","미상","","",
"동부","남자","고등학교","15세 이상 인구","","5400",
"동부","남자","고등학교","일하였음-계","","3040",
"동부","남자","고등학교","주로 일하였음","","2920",
"동부","남자","고등학교","틈틈이 일하였음","","59",
"동부","남자","고등학교","일시 휴직","","61",
"동부","남자","고등학교","일하지 않았음","","2360",
"동부","남자","고등학교","미상","","",
"동부","남자","대학(4년제 미만)","15세 이상 인구","","4018",
"동부","남자","대학(4년제 미만)","일하였음-계","","3367",
"동부","남자","대학(4년제 미만)","주로 일하였음","","3250",
"동부","남자","대학(4년제 미만)","틈틈이 일하였음","","61",
"동부","남자","대학(4년제 미만)","일시 휴직","","56",
"동부","남자","대학(4년제 미만)","일하지 않았음","","651",
"동부","남자","대학(4년제 미만)","미상","","",
"동부","남자","대학교(4년제 이상)","15세 이상 인구","","15691",
"동부","남자","대학교(4년제 이상)","일하였음-계","","13457",
"동부","남자","대학교(4년제 이상)","주로 일하였음","","13066",
"동부","남자","대학교(4년제 이상)","틈틈이 일하였음","","244",
"동부","남자","대학교(4년제 이상)","일시 휴직","","147",
"동부","남자","대학교(4년제 이상)","일하지 않았음","","2234",
"동부","남자","대학교(4년제 이상)","미상","","",
"동부","남자","대학원석사과정","15세 이상 인구","","5248",
"동부","남자","대학원석사과정","일하였음-계","","4827",
"동부","남자","대학원석사과정","주로 일하였음","","4689",
"동부","남자","대학원석사과정","틈틈이 일하였음","","65",
"동부","남자","대학원석사과정","일시 휴직","","73",
"동부","남자","대학원석사과정","일하지 않았음","","421",
"동부","남자","대학원석사과정","미상","","",
"동부","남자","대학원박사과정","15세 이상 인구","","2426",
"동부","남자","대학원박사과정","일하였음-계","","2323",
"동부","남자","대학원박사과정","주로 일하였음","","2282",
"동부","남자","대학원박사과정","틈틈이 일하였음","","36",
"동부","남자","대학원박사과정","일시 휴직","","5",
"동부","남자","대학원박사과정","일하지 않았음","","103",
"동부","남자","대학원박사과정","미상","","",
"동부","남자","안 받았음(미취학 포함)","15세 이상 인구","","98",
"동부","남자","안 받았음(미취학 포함)","일하였음-계","","10",
"동부","남자","안 받았음(미취학 포함)","주로 일하였음","","10",
"동부","남자","안 받았음(미취학 포함)","틈틈이 일하였음","","",
"동부","남자","안 받았음(미취학 포함)","일시 휴직","","",
"동부","남자","안 받았음(미취학 포함)","일하지 않았음","","88",
"동부","남자","안 받았음(미취학 포함)","미상","","",
"동부","여자","계","15세 이상 인구","","37920",
"동부","여자","계","일하였음-계","","18397",
"동부","여자","계","주로 일하였음","","15497",
"동부","여자","계","틈틈이 일하였음","","1767",
"동부","여자","계","일시 휴직","","1133",
"동부","여자","계","일하지 않았음","","19523",
"동부","여자","계","미상","","",
"동부","여자","초등학교","15세 이상 인구","","1395",
"동부","여자","초등학교","일하였음-계","","210",
"동부","여자","초등학교","주로 일하였음","","189",
"동부","여자","초등학교","틈틈이 일하였음","","21",
"동부","여자","초등학교","일시 휴직","","",
"동부","여자","초등학교","일하지 않았음","","1185",
"동부","여자","초등학교","미상","","",
"동부","여자","중학교","15세 이상 인구","","1536",
"동부","여자","중학교","일하였음-계","","287",
"동부","여자","중학교","주로 일하였음","","246",
"동부","여자","중학교","틈틈이 일하였음","","36",
"동부","여자","중학교","일시 휴직","","5",
"동부","여자","중학교","일하지 않았음","","1249",
"동부","여자","중학교","미상","","",
"동부","여자","고등학교","15세 이상 인구","","8494",
"동부","여자","고등학교","일하였음-계","","2827",
"동부","여자","고등학교","주로 일하였음","","2482",
"동부","여자","고등학교","틈틈이 일하였음","","283",
"동부","여자","고등학교","일시 휴직","","62",
"동부","여자","고등학교","일하지 않았음","","5667",
"동부","여자","고등학교","미상","","",
"동부","여자","대학(4년제 미만)","15세 이상 인구","","5884",
"동부","여자","대학(4년제 미만)","일하였음-계","","2910",
"동부","여자","대학(4년제 미만)","주로 일하였음","","2507",
"동부","여자","대학(4년제 미만)","틈틈이 일하였음","","294",
"동부","여자","대학(4년제 미만)","일시 휴직","","109",
"동부","여자","대학(4년제 미만)","일하지 않았음","","2974",
"동부","여자","대학(4년제 미만)","미상","","",
"동부","여자","대학교(4년제 이상)","15세 이상 인구","","15253",
"동부","여자","대학교(4년제 이상)","일하였음-계","","8519",
"동부","여자","대학교(4년제 이상)","주로 일하였음","","6967",
"동부","여자","대학교(4년제 이상)","틈틈이 일하였음","","821",
"동부","여자","대학교(4년제 이상)","일시 휴직","","731",
"동부","여자","대학교(4년제 이상)","일하지 않았음","","6734",
"동부","여자","대학교(4년제 이상)","미상","","",
"동부","여자","대학원석사과정","15세 이상 인구","","3914",
"동부","여자","대학원석사과정","일하였음-계","","2782",
"동부","여자","대학원석사과정","주로 일하였음","","2350",
"동부","여자","대학원석사과정","틈틈이 일하였음","","245",
"동부","여자","대학원석사과정","일시 휴직","","187",
"동부","여자","대학원석사과정","일하지 않았음","","1132",
"동부","여자","대학원석사과정","미상","","",
"동부","여자","대학원박사과정","15세 이상 인구","","966",
"동부","여자","대학원박사과정","일하였음-계","","805",
"동부","여자","대학원박사과정","주로 일하였음","","704",
"동부","여자","대학원박사과정","틈틈이 일하였음","","62",
"동부","여자","대학원박사과정","일시 휴직","","39",
"동부","여자","대학원박사과정","일하지 않았음","","161",
"동부","여자","대학원박사과정","미상","","",
"동부","여자","안 받았음(미취학 포함)","15세 이상 인구","","478",
"동부","여자","안 받았음(미취학 포함)","일하였음-계","","57",
"동부","여자","안 받았음(미취학 포함)","주로 일하였음","","52",
"동부","여자","안 받았음(미취학 포함)","틈틈이 일하였음","","5",
"동부","여자","안 받았음(미취학 포함)","일시 휴직","","",
"동부","여자","안 받았음(미취학 포함)","일하지 않았음","","421",
"동부","여자","안 받았음(미취학 포함)","미상","","",
"읍부","계","계","15세 이상 인구","","43863",
"읍부","계","계","일하였음-계","","21905",
"읍부","계","계","주로 일하였음","","20041",
"읍부","계","계","틈틈이 일하였음","","1602",
"읍부","계","계","일시 휴직","","262",
"읍부","계","계","일하지 않았음","","21958",
"읍부","계","계","미상","","",
"읍부","계","초등학교","15세 이상 인구","","3975",
"읍부","계","초등학교","일하였음-계","","1118",
"읍부","계","초등학교","주로 일하였음","","997",
"읍부","계","초등학교","틈틈이 일하였음","","112",
"읍부","계","초등학교","일시 휴직","","9",
"읍부","계","초등학교","일하지 않았음","","2857",
