"행정구역(시군구)별","거주외국인별","연령별","항목","단위","2019 년",
"연수구","한국국적을 가지지 않은 자","60 - 69세","외국인 주민현항","명","640",
"연수구","한국국적을 가지지 않은 자","70세 이상","외국인 주민현항","명","162",
"연수구","외국인근로자","계","외국인 주민현항","명","3123",
"연수구","외국인근로자","0 - 9세","외국인 주민현항","명","*",
"연수구","외국인근로자","10 - 19세","외국인 주민현항","명","16",
"연수구","외국인근로자","20 - 29세","외국인 주민현항","명","711",
"연수구","외국인근로자","30 - 39세","외국인 주민현항","명","1138",
"연수구","외국인근로자","40 - 49세","외국인 주민현항","명","747",
"연수구","외국인근로자","50 - 59세","외국인 주민현항","명","457",
"연수구","외국인근로자","60 - 69세","외국인 주민현항","명","51",
"연수구","외국인근로자","70세 이상","외국인 주민현항","명","*",
"연수구","결혼이민자","계","외국인 주민현항","명","1157",
"연수구","결혼이민자","0 - 9세","외국인 주민현항","명","*",
"연수구","결혼이민자","10 - 19세","외국인 주민현항","명","*",
"연수구","결혼이민자","20 - 29세","외국인 주민현항","명","195",
"연수구","결혼이민자","30 - 39세","외국인 주민현항","명","520",
"연수구","결혼이민자","40 - 49세","외국인 주민현항","명","294",
"연수구","결혼이민자","50 - 59세","외국인 주민현항","명","117",
"연수구","결혼이민자","60 - 69세","외국인 주민현항","명","22",
"연수구","결혼이민자","70세 이상","외국인 주민현항","명","5",
"연수구","유학생","계","외국인 주민현항","명","2335",
"연수구","유학생","0 - 9세","외국인 주민현항","명","*",
"연수구","유학생","10 - 19세","외국인 주민현항","명","997",
"연수구","유학생","20 - 29세","외국인 주민현항","명","1243",
"연수구","유학생","30 - 39세","외국인 주민현항","명","76",
"연수구","유학생","40 - 49세","외국인 주민현항","명","16",
"연수구","유학생","50 - 59세","외국인 주민현항","명","*",
"연수구","유학생","60 - 69세","외국인 주민현항","명","*",
"연수구","유학생","70세 이상","외국인 주민현항","명","*",
"연수구","외국국적동포","계","외국인 주민현항","명","3874",
"연수구","외국국적동포","0 - 9세","외국인 주민현항","명","53",
"연수구","외국국적동포","10 - 19세","외국인 주민현항","명","77",
"연수구","외국국적동포","20 - 29세","외국인 주민현항","명","670",
"연수구","외국국적동포","30 - 39세","외국인 주민현항","명","1152",
"연수구","외국국적동포","40 - 49세","외국인 주민현항","명","853",
"연수구","외국국적동포","50 - 59세","외국인 주민현항","명","513",
"연수구","외국국적동포","60 - 69세","외국인 주민현항","명","452",
"연수구","외국국적동포","70세 이상","외국인 주민현항","명","104",
"연수구","기타외국인","계","외국인 주민현항","명","8395",
"연수구","기타외국인","0 - 9세","외국인 주민현항","명","2226",
"연수구","기타외국인","10 - 19세","외국인 주민현항","명","885",
"연수구","기타외국인","20 - 29세","외국인 주민현항","명","1731",
"연수구","기타외국인","30 - 39세","외국인 주민현항","명","1933",
"연수구","기타외국인","40 - 49세","외국인 주민현항","명","987",
"연수구","기타외국인","50 - 59세","외국인 주민현항","명","469",
"연수구","기타외국인","60 - 69세","외국인 주민현항","명","114",
"연수구","기타외국인","70세 이상","외국인 주민현항","명","50",
"연수구","한국국적을 취득한 자","계","외국인 주민현항","명","926",
"연수구","한국국적을 취득한 자","0 - 9세","외국인 주민현항","명","37",
"연수구","한국국적을 취득한 자","10 - 19세","외국인 주민현항","명","42",
"연수구","한국국적을 취득한 자","20 - 29세","외국인 주민현항","명","80",
"연수구","한국국적을 취득한 자","30 - 39세","외국인 주민현항","명","322",
"연수구","한국국적을 취득한 자","40 - 49세","외국인 주민현항","명","273",
"연수구","한국국적을 취득한 자","50 - 59세","외국인 주민현항","명","108",
"연수구","한국국적을 취득한 자","60 - 69세","외국인 주민현항","명","42",
"연수구","한국국적을 취득한 자","70세 이상","외국인 주민현항","명","22",
"남동구","합계","계","외국인 주민현항","명","19960",
"남동구","합계","0 - 9세","외국인 주민현항","명","727",
"남동구","합계","10 - 19세","외국인 주민현항","명","517",
"남동구","합계","20 - 29세","외국인 주민현항","명","4312",
"남동구","합계","30 - 39세","외국인 주민현항","명","6564",
"남동구","합계","40 - 49세","외국인 주민현항","명","3822",
"남동구","합계","50 - 59세","외국인 주민현항","명","2487",
"남동구","합계","60 - 69세","외국인 주민현항","명","1186",
"남동구","합계","70세 이상","외국인 주민현항","명","345",
"남동구","한국국적을 가지지 않은 자","계","외국인 주민현항","명","17638",
"남동구","한국국적을 가지지 않은 자","0 - 9세","외국인 주민현항","명","634",
"남동구","한국국적을 가지지 않은 자","10 - 19세","외국인 주민현항","명","459",
"남동구","한국국적을 가지지 않은 자","20 - 29세","외국인 주민현항","명","4093",
"남동구","한국국적을 가지지 않은 자","30 - 39세","외국인 주민현항","명","5895",
"남동구","한국국적을 가지지 않은 자","40 - 49세","외국인 주민현항","명","3140",
"남동구","한국국적을 가지지 않은 자","50 - 59세","외국인 주민현항","명","2096",
"남동구","한국국적을 가지지 않은 자","60 - 69세","외국인 주민현항","명","1023",
"남동구","한국국적을 가지지 않은 자","70세 이상","외국인 주민현항","명","298",
"남동구","외국인근로자","계","외국인 주민현항","명","6662",
"남동구","외국인근로자","0 - 9세","외국인 주민현항","명","*",
"남동구","외국인근로자","10 - 19세","외국인 주민현항","명","7",
"남동구","외국인근로자","20 - 29세","외국인 주민현항","명","2041",
"남동구","외국인근로자","30 - 39세","외국인 주민현항","명","2866",
"남동구","외국인근로자","40 - 49세","외국인 주민현항","명","1082",
"남동구","외국인근로자","50 - 59세","외국인 주민현항","명","614",
"남동구","외국인근로자","60 - 69세","외국인 주민현항","명","49",
"남동구","외국인근로자","70세 이상","외국인 주민현항","명","*",
"남동구","결혼이민자","계","외국인 주민현항","명","2007",
"남동구","결혼이민자","0 - 9세","외국인 주민현항","명","*",
"남동구","결혼이민자","10 - 19세","외국인 주민현항","명","6",
"남동구","결혼이민자","20 - 29세","외국인 주민현항","명","351",
"남동구","결혼이민자","30 - 39세","외국인 주민현항","명","718",
"남동구","결혼이민자","40 - 49세","외국인 주민현항","명","481",
"남동구","결혼이민자","50 - 59세","외국인 주민현항","명","351",
"남동구","결혼이민자","60 - 69세","외국인 주민현항","명","88",
"남동구","결혼이민자","70세 이상","외국인 주민현항","명","12",
"남동구","유학생","계","외국인 주민현항","명","424",
"남동구","유학생","0 - 9세","외국인 주민현항","명","*",
"남동구","유학생","10 - 19세","외국인 주민현항","명","135",
"남동구","유학생","20 - 29세","외국인 주민현항","명","260",
"남동구","유학생","30 - 39세","외국인 주민현항","명","28",
"남동구","유학생","40 - 49세","외국인 주민현항","명","*",
"남동구","유학생","50 - 59세","외국인 주민현항","명","*",
"남동구","유학생","60 - 69세","외국인 주민현항","명","*",
"남동구","유학생","70세 이상","외국인 주민현항","명","*",
"남동구","외국국적동포","계","외국인 주민현항","명","2560",
"남동구","외국국적동포","0 - 9세","외국인 주민현항","명","*",
"남동구","외국국적동포","10 - 19세","외국인 주민현항","명","14",
"남동구","외국국적동포","20 - 29세","외국인 주민현항","명","284",
"남동구","외국국적동포","30 - 39세","외국인 주민현항","명","562",
"남동구","외국국적동포","40 - 49세","외국인 주민현항","명","425",
"남동구","외국국적동포","50 - 59세","외국인 주민현항","명","383",
"남동구","외국국적동포","60 - 69세","외국인 주민현항","명","661",
"남동구","외국국적동포","70세 이상","외국인 주민현항","명","227",
"남동구","기타외국인","계","외국인 주민현항","명","5985",
"남동구","기타외국인","0 - 9세","외국인 주민현항","명","630",
"남동구","기타외국인","10 - 19세","외국인 주민현항","명","297",
"남동구","기타외국인","20 - 29세","외국인 주민현항","명","1157",
"남동구","기타외국인","30 - 39세","외국인 주민현항","명","1721",
"남동구","기타외국인","40 - 49세","외국인 주민현항","명","1151",
"남동구","기타외국인","50 - 59세","외국인 주민현항","명","748",
"남동구","기타외국인","60 - 69세","외국인 주민현항","명","225",
"남동구","기타외국인","70세 이상","외국인 주민현항","명","56",
"남동구","한국국적을 취득한 자","계","외국인 주민현항","명","2322",
"남동구","한국국적을 취득한 자","0 - 9세","외국인 주민현항","명","93",
"남동구","한국국적을 취득한 자","10 - 19세","외국인 주민현항","명","58",
"남동구","한국국적을 취득한 자","20 - 29세","외국인 주민현항","명","219",
